shootStartTime,playerMovementBool,playerReactionTime,bulletHitTime,bulletHitPlayerCheck,shootEndTime,spawnerIndex,shootMode,shieldActive,session_type,user_id
1273.159,True,1.26965332,0.0,False,1277.83447,3,True,False,binaural,5231FGC-3
1286.55176,True,1.27185059,1289.29749,True,1291.06384,1,True,False,binaural,5231FGC-3
1335.66711,True,1.2689209,1336.96985,True,1340.17627,5,True,False,binaural,5231FGC-3
1351.66992,True,1.03564453,1352.87561,True,1355.71191,6,False,False,binaural,5231FGC-3
1367.60559,True,1.53491211,0.0,False,1372.314,7,True,False,binaural,5231FGC-3
1379.19507,True,1.47009277,0.0,False,1385.00732,2,True,False,binaural,5231FGC-3
1390.71985,True,1.47265625,0.0,False,1396.53247,8,True,False,binaural,5231FGC-3
1402.26331,True,1.70227051,0.0,False,1408.07471,4,True,False,binaural,5231FGC-3
1414.02209,True,0.933959961,0.0,False,1418.73376,3,True,False,binaural,5231FGC-3
1427.88489,True,1.13659668,1429.05566,True,1432.39136,5,True,False,binaural,5231FGC-3
1440.679,True,1.237793,0.0,False,1445.18787,1,False,False,binaural,5231FGC-3
1454.005,True,1.135498,0.0,False,1459.81824,4,True,False,binaural,5231FGC-3
1467.13574,True,1.737793,0.0,False,1471.84485,3,True,False,binaural,5231FGC-3
1478.92957,True,1.1027832,0.0,False,1482.97253,8,False,False,binaural,5231FGC-3
1492.693,True,1.67297363,0.0,False,1498.50757,2,True,False,binaural,5231FGC-3
1505.75769,True,1.60253906,1507.92981,True,1510.43335,7,False,False,binaural,5231FGC-3
1519.55579,True,2.104126,1521.392,True,1525.368,6,True,False,binaural,5231FGC-3
1533.15234,False,4.511963,0.0,False,1537.66431,5,True,True,binaural,5231FGC-3
1544.67908,True,1.06982422,1545.88257,True,1548.72217,4,False,True,binaural,5231FGC-3
1557.513,True,1.29968262,0.0,False,1563.32239,2,True,True,binaural,5231FGC-3
1570.90564,True,1.50415039,0.0,False,1575.41455,1,True,True,binaural,5231FGC-3
1599.70166,True,1.43798828,0.0,False,1604.41418,3,False,True,binaural,5231FGC-3
1611.19629,True,1.26843262,0.0,False,1617.00781,8,True,True,binaural,5231FGC-3
1624.12549,True,1.16955566,0.0,False,1629.93787,4,True,True,binaural,5231FGC-3
1637.05615,True,1.13513184,1638.22717,True,1641.56519,5,True,True,binaural,5231FGC-3
1649.98572,True,1.435791,0.0,False,1655.79883,6,True,True,binaural,5231FGC-3
1663.41528,True,1.16796875,0.0,False,1667.48877,2,False,True,binaural,5231FGC-3
1674.63708,True,1.13586426,0.0,False,1679.34656,7,True,True,binaural,5231FGC-3
1687.867,True,1.60131836,0.0,False,1693.6792,8,True,True,binaural,5231FGC-3
1699.5271,True,1.73852539,1701.26563,True,1704.03662,1,True,True,binaural,5231FGC-3
1717.10083,True,1.13464355,0.0,False,1721.81189,3,True,True,binaural,5231FGC-3
1728.29309,True,1.20300293,0.0,False,1733.00342,7,True,True,binaural,5231FGC-3
1741.55945,True,2.10266113,1743.39563,True,1747.37109,6,True,True,binaural,5231FGC-3
1758.06348,True,1.37072754,0.0,False,1763.875,4,True,True,binaural,5231FGC-3
1771.42725,True,1.80102539,0.0,False,1777.23657,8,True,True,binaural,5231FGC-3
1784.75513,True,1.60449219,0.0,False,1789.26221,5,False,True,binaural,5231FGC-3
1796.41345,True,1.13574219,0.0,False,1802.22351,6,True,True,binaural,5231FGC-3
1809.87537,True,1.46948242,0.0,False,1814.58374,7,True,True,binaural,5231FGC-3
1824.30725,True,1.73425293,0.0,False,1830.1167,2,True,True,binaural,5231FGC-3
1838.43872,True,1.13525391,1841.17822,True,1842.947,1,True,True,binaural,5231FGC-3
1528.931,False,4.67480469,1530.7345,True,1533.60583,3,True,False,binaural,5231FGC-1
1545.69861,True,1.60266113,1547.33545,True,1550.20667,1,True,False,binaural,5231FGC-1
1568.57959,True,1.46923828,1570.08179,True,1573.0885,5,True,False,binaural,5231FGC-1
1582.91174,True,1.77185059,0.0,False,1586.95361,6,False,False,binaural,5231FGC-1
1595.14075,True,1.83703613,1596.97778,True,1599.85022,7,True,False,binaural,5231FGC-1
1608.60217,True,1.47021484,0.0,False,1614.416,2,True,False,binaural,5231FGC-1
1620.12781,True,1.56848145,0.0,False,1625.93848,8,True,False,binaural,5231FGC-1
1631.751,True,1.63769531,0.0,False,1637.56421,4,True,False,binaural,5231FGC-1
1643.47754,True,1.904419,1645.31543,True,1648.188,3,True,False,binaural,5231FGC-1
1660.38013,True,1.7734375,0.0,False,1664.88989,5,True,False,binaural,5231FGC-1
1674.37915,True,1.5045166,1676.65381,True,1678.88953,1,False,False,binaural,5231FGC-1
1690.74878,False,5.810791,1692.58447,True,1696.55957,4,True,False,binaural,5231FGC-1
1708.58667,True,1.1697998,0.0,False,1713.29443,3,True,False,binaural,5231FGC-1
1722.81567,True,1.20227051,0.0,False,1726.85681,8,False,False,binaural,5231FGC-1
1734.106,True,1.37023926,0.0,False,1739.917,2,True,False,binaural,5231FGC-1
1746.9,True,1.2701416,0.0,False,1751.61023,7,False,False,binaural,5231FGC-1
1758.22363,True,1.90466309,1760.06274,True,1764.03552,6,True,False,binaural,5231FGC-1
1771.68689,False,4.508911,1773.52393,True,1776.1958,5,True,False,binaural,5231FGC-1
1786.48767,True,1.73718262,0.0,False,1790.56238,4,False,False,binaural,5231FGC-1
1798.28076,True,1.53857422,0.0,False,1804.09363,2,True,False,binaural,5231FGC-1
1811.24463,True,0.736572266,1812.17822,True,1815.75354,1,True,False,binaural,5231FGC-1
1826.7804,True,3.47314453,0.0,False,1831.49,3,False,False,binaural,5231FGC-1
1840.312,True,3.60668945,1842.14832,True,1846.12329,8,True,False,binaural,5231FGC-1
1853.99243,True,0.36730957,0.0,False,1859.8053,4,True,False,binaural,5231FGC-1
1865.51831,True,1.06921387,0.0,False,1870.02881,5,True,True,binaural,5231FGC-1
1876.64478,True,2.005249,1878.48279,True,1882.45776,6,True,True,binaural,5231FGC-1
1899.062,True,1.50366211,1900.56567,True,1903.135,2,False,True,binaural,5231FGC-1
1912.19177,True,1.46984863,0.0,False,1916.90173,7,True,True,binaural,5231FGC-1
1923.71838,True,1.3704834,0.0,False,1929.53088,8,True,True,binaural,5231FGC-1
1935.146,True,1.03479,1936.21472,True,1939.655,1,True,True,binaural,5231FGC-1
1947.83936,True,1.60351563,0.0,False,1952.54761,3,True,True,binaural,5231FGC-1
1959.498,True,1.73718262,1961.43567,True,1964.20728,7,True,True,binaural,5231FGC-1
1973.05994,True,1.2689209,0.0,False,1978.87366,6,True,True,binaural,5231FGC-1
1985.55542,True,3.87304688,1987.3916,True,1991.36621,4,True,True,binaural,5231FGC-1
1999.48584,True,0.701660156,2001.6228,True,2005.29785,8,True,True,binaural,5231FGC-1
2015.48938,True,1.87097168,0.0,False,2019.99744,5,False,True,binaural,5231FGC-1
2027.41565,True,2.13928223,2029.25391,True,2033.22961,6,True,True,binaural,5231FGC-1
2044.32275,True,1.8380127,2046.16077,True,2049.034,7,True,True,binaural,5231FGC-1
2058.188,True,3.574463,2060.025,True,2063.99976,2,True,True,binaural,5231FGC-1
2071.818,True,1.83569336,2073.65381,True,2076.326,1,True,True,binaural,5231FGC-1
117.602226,True,1.12766266,0.0,False,122.239212,3,True,False,binaural,5231FGC-2
128.789261,True,1.4319458,130.26709,True,133.295,1,True,False,binaural,5231FGC-2
141.87709,True,1.30992126,144.653519,True,146.390427,5,True,False,binaural,5231FGC-2
156.294327,False,4.07208252,0.0,False,160.366409,6,False,True,binaural,5231FGC-2
167.37355,True,1.235672,0.0,False,172.084915,7,True,True,binaural,5231FGC-2
178.66713,True,4.83729553,180.510529,True,184.476151,2,True,True,binaural,5231FGC-2
193.646988,True,1.42373657,0.0,False,199.445786,8,True,True,binaural,5231FGC-2
205.158722,True,1.33247375,0.0,False,210.967911,4,True,True,binaural,5231FGC-2
216.547211,True,1.36778259,0.0,False,221.250229,3,True,True,binaural,5231FGC-2
227.939011,True,1.267334,230.720673,True,232.443237,5,True,True,binaural,5231FGC-2
271.458984,True,1.37213135,0.0,False,275.943085,1,False,True,binaural,5231FGC-2
282.8964,True,2.434784,284.739777,True,288.708252,4,True,True,binaural,5231FGC-2
301.205872,True,2.53811646,303.004456,True,305.872467,3,True,True,binaural,5231FGC-2
314.677063,True,1.01757813,0.0,False,318.675751,8,False,True,binaural,5231FGC-2
325.7567,True,1.40615845,0.0,False,331.5798,2,True,True,binaural,5231FGC-2
337.219757,True,1.22796631,339.400269,True,341.9263,7,False,True,binaural,5231FGC-2
351.017059,True,1.26669312,0.0,False,356.826,6,True,True,binaural,5231FGC-2
365.378357,True,1.572876,368.152374,True,369.8863,5,True,True,binaural,5231FGC-2
384.140839,True,1.13232422,385.339081,True,388.2101,4,False,True,binaural,5231FGC-2
396.96698,True,1.13415527,0.0,False,402.778534,2,True,True,binaural,5231FGC-2
408.175934,True,1.26947021,409.480255,True,412.684875,1,True,True,binaural,5231FGC-2
421.10553,True,1.3678894,0.0,False,425.8126,3,False,True,binaural,5231FGC-2
433.685181,True,1.46984863,0.0,False,439.493225,8,True,True,binaural,5231FGC-2
445.2075,True,1.46932983,0.0,False,451.019043,4,True,True,binaural,5231FGC-2
456.7324,True,1.60339355,458.335815,True,461.239349,5,True,True,binaural,5231FGC-2
469.960571,True,4.07373047,471.799622,True,475.772919,6,True,True,binaural,5231FGC-2
484.0955,True,1.06478882,485.293427,True,488.1649,2,False,True,binaural,5231FGC-2
498.2885,True,1.27130127,0.0,False,502.9967,7,True,True,binaural,5231FGC-2
509.614166,True,1.33734131,0.0,False,515.4259,8,True,True,binaural,5231FGC-2
521.0076,True,1.03521729,523.7487,True,525.5146,1,True,True,binaural,5231FGC-2
539.515747,True,1.16973877,0.0,False,544.226868,3,True,True,binaural,5231FGC-2
552.511658,True,3.40771484,554.352,True,557.2215,7,True,True,binaural,5231FGC-2
565.9754,True,2.404358,567.814,True,571.7884,6,True,True,binaural,5231FGC-2
580.2427,True,0.2626953,0.0,False,586.0559,4,True,True,binaural,5231FGC-2
590.5662,True,1.46948242,0.0,False,596.3768,8,True,True,binaural,5231FGC-2
602.091248,True,1.53631592,0.0,False,606.6019,5,False,True,binaural,5231FGC-2
613.683838,True,2.17230225,615.521545,True,619.4967,6,True,True,binaural,5231FGC-2
627.6141,True,1.63592529,0.0,False,632.324,7,True,True,binaural,5231FGC-2
639.3057,True,1.5020752,0.0,False,645.117554,2,True,True,binaural,5231FGC-2
652.6023,True,1.26959229,655.343,True,657.1103,1,True,True,binaural,5231FGC-2
1771.673,True,1.53710938,0.0,False,1776.35144,3,True,False,estereo,1538ATL-3
1784.641,True,1.5357666,1787.3822,True,1789.14954,1,True,False,estereo,1538ATL-3
1801.21423,True,1.63842773,1802.88562,True,1805.72534,5,True,False,estereo,1538ATL-3
1814.53223,True,0.564819336,1815.73267,True,1818.57544,6,False,False,estereo,1538ATL-3
1827.365,True,1.76782227,1830.1405,True,1832.07446,7,True,False,estereo,1538ATL-3
1841.76587,True,2.40673828,1843.60608,True,1847.58044,2,True,False,estereo,1538ATL-3
1858.5072,True,1.60437012,0.0,False,1864.32178,8,True,False,estereo,1538ATL-3
1870.16919,True,1.939331,1872.01013,True,1875.9801,4,True,False,estereo,1538ATL-3
1883.63721,True,1.13647461,0.0,False,1888.35107,3,True,False,estereo,1538ATL-3
1894.86438,True,0.6374512,1895.60181,True,1899.37512,5,True,False,estereo,1538ATL-3
1907.22925,True,1.369751,1909.50122,True,1911.74084,1,False,False,estereo,1538ATL-3
1929.11646,True,2.00646973,1930.923,True,1934.93164,4,True,False,estereo,1538ATL-3
1942.55017,True,1.539917,0.0,False,1947.26172,3,True,False,estereo,1538ATL-3
1954.14661,True,1.3026123,0.0,False,1958.19031,8,False,False,estereo,1538ATL-3
1965.50916,True,1.13391113,0.0,False,1971.32349,2,True,False,estereo,1538ATL-3
1976.70239,True,1.2019043,0.0,False,1981.38171,7,False,False,estereo,1538ATL-3
1987.9679,True,1.498169,0.0,False,1993.78088,6,True,False,estereo,1538ATL-3
1999.526,True,1.70458984,2002.30188,True,2004.03687,5,True,False,estereo,1538ATL-3
2013.929,True,1.16992188,2015.16772,True,2018.00574,4,False,False,estereo,1538ATL-3
2054.99731,True,1.50463867,0.0,False,2060.81177,2,True,False,estereo,1538ATL-3
2066.59424,False,4.51171875,0.0,False,2071.106,1,True,True,estereo,1538ATL-3
2078.12158,True,1.80371094,2079.95947,True,2082.80078,3,False,True,estereo,1538ATL-3
2091.59033,True,1.5703125,0.0,False,2097.4043,8,True,True,estereo,1538ATL-3
2103.21875,True,1.77026367,2105.02344,True,2109.032,4,True,True,estereo,1538ATL-3
2116.65259,True,1.57202148,2118.22461,True,2121.16357,5,True,True,estereo,1538ATL-3
